year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2022,153,,,,"Varón de 19 años sin antecedentes de interés que acude a urgencias porque después de una infección respiratoria presenta astenia, malestar general, oliguria y cefalea. Exploración física: TA 210/120 mmHg, fondo de ojo con retinopatía hipertensiva grado III. Analítica: Hb 7,4 g/dl, plaquetas 85.000/mm3, 2-3 esquistocitos en la extensión de sangre periférica, LDH 950 UI/ml, creatinina sérica 8,75 mg/dl. Sistemático de orina: proteinuria 300 mg/dl, sedimento 15 hematíes por campo. Niveles de ADAMTS-13 normales. Ante estos hallazgos ¿cuál sería su principal sospecha diagnóstica?:","Pregunta difícil. El paciente presenta una microangiopatía trombótica (MAT) con fracaso renal agudo. Esto orienta hacia SHU, PTT, MAT inducida por fármacos, o MAT mediada por complemento, coagulación o metabolismo. Los niveles normales de ADAMTS-13 descartan la PTT (opción 1 incorrecta). La ausencia de clínica gastrointestinal descarta el SHU típico por toxina Shiga (opción 4 incorrecta). Las infecciones por neumococo también pueden causar SHU, aunque es raro y más en adultos. El antecedente de infección respiratoria (no especificada, podría ser una neumonía neumocócica) junto con la ausencia de datos de CID (no mencionan hemorragias ni pruebas de coagulación alteradas) me hace pensar en un SHU atípico (opción 2 correcta).",,NEFROLOGÍA,,,,Púrpura trombótica trombocitopénica.,Síndrome hemolítico urémico atípico.,Coagulación intravascular diseminada.,Síndrome hemolítico urémico típico.,,2,,
2022,170,,,,"Mujer de 75 años en tratamiento con sertralina que acude a urgencias por un cuadro confusional. No se evidencian edemas y la tensión arterial es de 130/70. En la analítica destaca Na 126 mEq/l y K 4 mEq/l, la natriuria es de 45 mEq/l y se ha descartado la ingesta de diuréticos. ¿De las siguientes cuál es la actitud más correcta?:","Nos presentan a una paciente con una hiponatremia moderada euvolémica, orientando hacia un síndrome de antidiuresis inadecuada (SIAD) secundario a la sertralina, aunque sería necesario disponer de la osmolalidad urinaria para confirmarlo. La insuficiencia suprarrenal primaria produce hiponatremia hipovolémica (opción 1 incorrecta). La diabetes insípida es la contraposición a esta patología, presentándose habitualmente con hipernatremia (opción 4 incorrecta). La duda queda entre si hay que tratar de forma agresiva con suero salino hipertónico, o ser más conservador indicando restricción hídrica. Con natremias superiores a 125 mmol/l no está indicado tratar con SSH salvo que el paciente tenga clínica neurológica grave, que no parece el caso (describen un cuadro confusional que sería una encefalopatía hiponatrémica moderada), y tampoco está indicado restablecer cuanto antes la natremia (por el riesgo de síndrome de desmielinización osmótica). Por tanto, la respuesta correcta sería la 3. Lo que no me gusta de esa respuesta es que la segunda parte (“si no se eleva la natremia pasar a infusión lenta de suero salino”) es incorrecta, ya que en ese caso habría que plantearse el uso de furosemida, tolvaptan o urea, no suero salino (y tampoco indica la tonicidad, no es lo mismo un isotónico que un hipertónico). En cualquier caso, no la veo muy susceptible de anularse.",,NEFROLOGÍA,,,,Se trata de una enfermedad de Addison y deben administrarse corticoides de inmediato.,Administrar suero salino hipertónico a fin de restablecer cuanto antes la natremia.,Indicar restricción hídrica y si no se eleva la natremia pasar a infusión lenta de suero salino.,"Solicitar resonancia magnética cerebral, ya que seguramente se trata de una diabetes insípida.",,3,,Por descarte
2022,195,,,,"Mujer de 66 años con diabetes mellitus tipo 2. Valorando su función renal presenta un estadio G3a/A1. ¿A qué valores corresponde este estadio, el más frecuente en pacientes con nefropatía diabética?:",Pregunta fácil. El estadio G3a corresponde a un filtrado entre 45-59 ml/min. El estadio A1 corresponde a una albuminuria inferior a 30 mg/ml. Por tanto la opción correcta es la 1.,,NEFROLOGÍA,,,,"Filtrado glomerular 45-59 ml/min/1,73 m² y albuminuria <30 mg/ml.","Filtrado glomerular 30-44 ml/min/1,73 m² y albuminuria <30 mg/ml.","Filtrado glomerular 45-59 ml/min/1,73 m² y albuminuria 30-300 mg/ml.","Filtrado glomerular 15-29 ml/min/1,73 m² y albuminuria <30 mg/ml.",,1,,
2022,92,,,,Mujer de 75 años traída a consulta por su familia porque le encuentran desde hace meses deprimida y con fallos de memoria. Les preocupa que pueda tener una enfermedad de Alzheimer. La paciente refiere que no cree que le pase nada y que está como siempre. ¿En qué orden se presentan generalmente los siguientes síntomas en la progresión de la enfermedad de Alzheimer?:,"Esta pregunta la contesto pensando más en lo que quieren preguntar que en lo que realmente preguntan. Existe heterogenicidad en el desarrollo de los síntomas de la enfermedad de Alzheimer. Existen variantes conductuales, pero en el MIR suelen querer que penséis en otro tipo de demencias ante síntomas conductuales. De hecho, la aparición de estos en fases precoces nos ha de poner en alerta y abrir el abanico de posibilidades diagnósticas. Por ello descartamos la 2 y la 4. Entre la 1 y la 3 elijo la 3 por el mismo motivo y por el hincapié al declive de la independencia funcional que se produce en estos pacientes.",,NEUROLOGÍA,,,,"Cambios de humor, síntomas conductuales, déficit cognitivo.","Síntomas conductuales, síntomas motores, declive de la independencia funcional.","Cambios de humor, déficit cognitivo, declive de la independencia funcional.","Síntomas conductuales, cambios de humor, síntomas motores.",,3,,
2022,100,,,,"Mujer de 80 años con antecedentes de hipertensión arterial y diabetes mellitus que presenta de forma brusca una alteración del lenguaje. A su llegada al hospital se objetiva una fibrilación auricular no conocida y en la exploración presenta habla fluente con tendencia a la jergafasia, mala compresión del lenguaje, incapacidad para la repetición y disnomia. Semiológicamente presenta un cuadro compatible con:","Es una pregunta de semiología que nos ayuda a recordar los tipos de afasia. Hay que tener en cuenta los siguientes aspectos: emisión del lenguaje (fluente, no fluente, no emisión), comprensión (sí o no), repetición (sí o no) y nominación. La afasia de Wernicke o sensitiva tiene un lenguaje fluente, no comprende, no repite y no nomina, tal y como la paciente de la pregunta. La afasia transcortical sensitiva se diferencia de la sensitiva en que los pacientes son capaces de repetir. La afasia de conducción se diferencia de la sensitiva en que la comprensión está conservada, el resto es igual. Por último, en la afasia de broca el lenguaje es no fluente, la comprensión esta preservada, no repite y no nomina.",,NEUROLOGÍA,,,,Afasia de Broca.,Afasia de conducción.,Afasia transcortical sensitiva.,Afasia de Wernicke.,,4,,
2022,102,,,,"Mujer de 29 años con antecedentes de crisis febriles y fumadora importante. Consulta por presentar desde hace unos 2 años episodios frecuentes, estereotipados, que comienzan con una sensación epigástrica ascendente y un olor desagradable, seguidos de desconexión del medio. Los familiares que están con ella observan que hace movimientos de chupeteo y de apertura y cierre repetidos de la mano izquierda. Pasados dos minutos los movimientos ceden, pero le cuesta responder adecuadamente y solo recuerda parcialmente lo ocurrido. De los siguientes ¿cuál es el diagnóstico más probable?:","El caso clínico hace una descripción de libro de una crisis temporal medial. El aura de la sensación epigástrica ascendente y la alteración olfativa y la posterior descripción de la crisis con la alteración del nivel de conciencia (desconexión del medio) con automatismos bucales y manuales. La clasificación vigente es la de la ILAE de 2017 que describiría esta crisis como crisis focal con alteración del nivel de conciencia, pero en el MIR siguen usando la terminología antigua (compleja es como se llamaba a la alteración del nivel de conciencia).",,NEUROLOGÍA,,,,Crisis focales complejas del lóbulo temporal.,Accidentes isquémicos transitorios en territorio carotídeo derecho.,Crisis focales simples motoras.,Episodios de amnesia global transitoria.,,1,,
2022,103,,,,"Varón de 30 años que consulta por cefaleas perioculares unilaterales que progresan rápidamente hasta hacerse muy intensas. Las crisis de dolor duran entre 30-60 minutos, ocurren 2-3 veces al día y se acompañan de lagrimeo en el ojo que le duele y rinorrea unilateral. ¿Cuál es el tratamiento preventivo más adecuado?:","Describen un caso característico de cefalea en racimos. Es más frecuente en varones, el dolor es característicamente periocular unilateral de gran intensidad, de duración variable, generalmente minutos y asocia signos trigeminoautonómicos como la rinorrea e inyección conjuntival unilateral. El tratamiento preventivo por excelencia es el verapamilo asociado a pauta descendente de corticoides, tal y como se expone en la respuesta 2.",,NEUROLOGÍA,,,,Prednisona oral con retirada en 2-3 meses.,"Prednisona oral con retirada en un mes, asociada a verapamilo oral a dosis de 80-180 mg cada 8 horas.",Carbamazepina a dosis de 600-1200 mg al día.,Indometacina a dosis de 50 mg cada 8 horas durante un mes.,,2,,
2022,105,,,,"Varón de 45 años traído a la consulta por sus familiares por un cuadro de un año de evolución de pérdida de memoria, que ha ido progresando hasta necesitar ayuda para algunas actividades de su vida cotidiana. Tiene antecedentes de migrañas y algún episodio de focalidad neurológica autolimitada por los que no ha consultado nunca. La exploración neuropsicológica es compatible con una demencia inicial y la RM cerebral muestra una leucoencefalopatía grave. ¿Qué prueba habría que solicitar?:","Describen un caso característico de CADASIL (Cerebral Autosomal Dominant Arteriopathy with Sub-cortical Infarcts and Leukoencephalopathy). Es una enfermedad genética, de herencia autosómica dominante por mutación del gen NOTCH3. Esta mutación provoca afectación vascular de pequeño vaso que genera leucoencefalopatía grave de forma precoz, lo que genera sintomatología variada. Destacan las migrañas, la enfermedad cerebrovascular y deterioro cognitivo a edades tempranas, tal y como muestra el caso clínico de la pregunta.",,NEUROLOGÍA,,,,Punción lumbar para analizar amiloide y proteína tau en LCR.,Estudio genético para presenilina 1 (PSEN1).,Estudio genético para NOTCH3.,Estudio genético para progranulina.,,3,,
2022,107,,,,"Varón de 55 años que sufre una hemorragia subaracnoidea por rotura de un aneurisma de arteria cerebral media. Es tratado de forma quirúrgica. Tras una buena evolución en la que recupera la capacidad de caminar, un mes después de sufrir la hemorragia presenta un deterioro progresivo, llegando a encontrarse obnubilado y con dificultad para obedecer órdenes. Señale la afirmación correcta:","El vasoespasmo como complicación de la hemorragia subaracnoidea suele producirse de una forma precoz, en la semana posterior a la hemorragia. El deterioro progresivo con alteración del nivel de conciencia nos hace sospechar en una de las complicaciones que puede producirse en este cuadro: la hidrocefalia. La técnica diagnóstica de elección en este caso es la neuroimagen con TC craneal.",,NEUROLOGÍA,,,,Se encuentra en el momento de la evolución en el que es más frecuente el vasoespasmo.,Probablemente este deterioro progresivo sea secundario al resangrado del aneurisma.,El deterioro subagudo que presenta con mayor probabilidad se debe a hidrocefalia.,La técnica diagnóstica de elección es la angiografía cerebral.,,3,,
2022,108,,,,"Varón de 49 años que ingresa en UCI por un traumatismo craneoencefálico tras un accidente laboral. En la exploración física no abre ojos, no emite sonidos antes de ser intubado y presenta extensión de extremidades al estímulo nociceptivo. Se coloca un sensor de presión intracraneal y debe realizarse una craneotomía descompresiva por una hemorragia intraparenquimatosa. ¿Cuál de las siguientes afirmaciones es correcta?:",La hipercapnia y la acidosis producen vasodilatación que provocan aumento del flujo sanguíneo cerebral. Según la exploración descrita el Glasgow es de 4 (O1V1M2). La presión de perfusión cerebral es la presión arterial media menos la presión intracraneal. El edema cerebral en el que se produce edema celular por introducción de líquido extracelular a compartimento intracelular es el citotóxico.,,NEUROLOGÍA,,,,A su llegada se encuentra en un coma de la escala de Glasgow de 7.,La presión de perfusión cerebral es la presión arterial media más la presión intracraneal.,"El edema cerebral vasogénico se produce por edema celular, rotura de la membrana y muerte celular.",El flujo vascular cerebral aumenta con la hipercapnia y la acidosis.,,4,,
2022,198,,,,"Mujer de 35 años, remitida a urgencias por traumatismo craneoencefálico por caída en patinete, sin pérdida de conciencia ni amnesia. En la exploración se trata de un traumatismo craneoencefálico cerrado con conmoción y cefalea leve sin presencia de náuseas y vómitos. La exploración neurológica es normal y presenta un índice de Glasgow de 15. Ante esta situación ¿qué prueba de imagen está indicada en primer lugar?:","Tras un TCE en un paciente no anticoagulado ni antiagregado, sin factores de riesgo conocidos para hemorragia, que no presenta datos de alarma ni en anamnesis ni en exploración física no es necesario realizar prueba de imagen craneal.",,NEUROLOGÍA,,,,TC craneal sin contraste.,TC craneal con contraste.,Ninguna prueba de imagen.,Radiografía simple de cráneo.,,3,,
